name,n_taxa,n_trees,n_reticulations,msa_size,sites_per_tree,sampling_type,simulation_type,celine_params,brlen_scaler,seqgen_params,near_zero_branches_raxml,n_equal_tree_pairs,true_network_weirdness,true_network_path,fixed_reticulation_prob,runtime_raxml,inferred_network_path,likelihood_type,brlen_linkage_type,start_type,timeout,n_random_start_networks,n_parsimony_start_networks,runtime_inference,use_partitioned_msa,n_reticulations_inferred,bic_true,logl_true,bic_inferred,logl_inferred,bic_raxml,logl_raxml,rf_absolute_raxml,rf_relative_raxml,rf_absolute_inferred,rf_relative_inferred,msa_patterns,unrooted_softwired_network_distance,unrooted_hardwired_network_distance,unrooted_displayed_trees_distance,rooted_softwired_network_distance,rooted_hardwired_network_distance,rooted_displayed_trees_distance,rooted_tripartition_distance,rooted_path_multiplicity_distance,rooted_nested_labels_distance
/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_10_0/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.3482712190481836| 'lambda': 18.957543594568616| 'nu': 0.05687263078370585| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_10_0/0_0_true_network.nw,0.5,243.435,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_10_0/0_0_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,9306.362,True,4.0,442446.4205,-219632.2727,442558.1554,-219688.1401,482746.6168,-239889.3246,-1,-1,-1,-1,14453,0.0875,0.1333333333,1.0,0.2446808511,0.1333333333,1.0,0.1333333333,0.06976744186,0.4137931034
/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_15_0/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.1888918995170291| 'lambda': 23.10983767147579| 'nu': 0.06932951301442737| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_15_0/0_0_true_network.nw,0.5,146.095,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_15_0/0_0_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,13168.313999999995,True,4.0,333583.9582,-165201.0415,333598.6357,-165208.3802,356356.7752,-176694.4038,-1,-1,-1,-1,11725,0.0,0.1590909091,1.0,0.5789473684,0.3125,1.0,0.34,0.1956521739,0.3571428571
/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_16_0/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.2800931374357794| 'lambda': 12.58728324439061| 'nu': 0.03776184973317183| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_16_0/0_0_true_network.nw,0.5,235.104,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_16_0/0_0_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,7332.1169999999975,True,4.0,521203.8311,-259010.978,521373.5481,-259095.8364,551428.381,-274230.2067,-1,-1,-1,-1,15236,0.01234567901,0.04651162791,1.0,0.01123595506,0.04651162791,1.0,0.04651162791,0.02380952381,0.2641509434
/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_16_0/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.2800931374357794| 'lambda': 12.58728324439061| 'nu': 0.03776184973317183| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_16_0/0_0_true_network.nw,0.5,235.104,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_16_0/0_0_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,9246.215,True,4.0,521203.8311,-259010.978,521233.8147,-259025.9698,551428.381,-274230.2067,-1,-1,-1,-1,15236,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04255319149
/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_17_0/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.3425127328215738| 'lambda': 10.169141338949455| 'nu': 0.030507424016848365| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_17_0/0_0_true_network.nw,0.5,230.31400000000002,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_17_0/0_0_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,7515.25,True,4.0,564146.5939,-280482.3594,564215.9169,-280517.0208,578756.9449,-287894.4886,-1,-1,-1,-1,15552,0.01612903226,0.1333333333,1.0,0.3026315789,0.1333333333,1.0,0.1333333333,0.06976744186,0.2307692308
/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_17_0/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.3425127328215738| 'lambda': 10.169141338949455| 'nu': 0.030507424016848365| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_17_0/0_0_true_network.nw,0.5,230.31400000000002,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_17_0/0_0_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,8317.394,True,4.0,564146.5939,-280482.3594,564206.5767,-280512.3507,578756.9449,-287894.4886,-1,-1,-1,-1,15552,0.01612903226,0.1333333333,1.0,0.3026315789,0.1333333333,1.0,0.1333333333,0.06976744186,0.2307692308
/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_18_0/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.15194562867249028| 'lambda': 24.409693406057404| 'nu': 0.07322908021817222| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_18_0/0_0_true_network.nw,0.5,167.23,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_18_0/0_0_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,8516.985,True,4.0,342823.7263,-169820.9255,343280.5381,-170049.3315,375295.7417,-186163.887,-1,-1,-1,-1,11976,0.0,0.1555555556,1.0,0.2222222222,0.1956521739,1.0,0.1956521739,0.1136363636,0.2307692308
/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_18_0/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.15194562867249028| 'lambda': 24.409693406057404| 'nu': 0.07322908021817222| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_18_0/0_0_true_network.nw,0.5,167.23,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_18_0/0_0_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,9188.943000000001,True,4.0,342823.7263,-169820.9255,343253.9584,-170036.0416,375295.7417,-186163.887,-1,-1,-1,-1,11976,0.0,0.1555555556,1.0,0.2222222222,0.1956521739,1.0,0.1956521739,0.1136363636,0.2307692308
/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_19_0/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.4909140848934819| 'lambda': 8.562361100009726| 'nu': 0.025687083300029178| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,1,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_19_0/0_0_true_network.nw,0.5,233.49599999999998,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_19_0/0_0_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,4237.641,True,3.0,624401.2805,-310609.7027,625055.769,-310963.6854,647940.8296,-322486.43100000004,-1,-1,-1,-1,15838,0.01470588235,0.09302325581,1.0,0.1447368421,0.1136363636,1.0,0.1555555556,0.08139534884,0.2
/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_19_0/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.4909140848934819| 'lambda': 8.562361100009726| 'nu': 0.025687083300029178| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,1,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_19_0/0_0_true_network.nw,0.5,233.49599999999998,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_19_0/0_0_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,8439.938,True,4.0,624401.2805,-310609.7027,624504.3055,-310661.2152,647940.8296,-322486.43100000004,-1,-1,-1,-1,15838,0.0,0.06976744186,1.0,0.1315789474,0.09090909091,1.0,0.09090909091,0.04705882353,0.16
/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_1_0/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.635807154039078| 'lambda': 7.062261400761367| 'nu': 0.0211867842022841| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_1_0/0_0_true_network.nw,0.5,384.13,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_1_0/0_0_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,9297.028,True,4.0,665750.3153,-331284.2201,665970.2844,-331394.2046,692261.4423,-344646.7373,-1,-1,-1,-1,15952,0.1,0.04651162791,1.0,0.09375,0.04651162791,1.0,0.04651162791,0.02380952381,0.1224489796
/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_1_0/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.635807154039078| 'lambda': 7.062261400761367| 'nu': 0.0211867842022841| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_1_0/0_0_true_network.nw,0.5,384.13,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_1_0/0_0_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,12130.171999999999,True,4.0,665750.3153,-331284.2201,665761.99,-331290.0574,692261.4423,-344646.7373,-1,-1,-1,-1,15952,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_20_0/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.1942935921044568| 'lambda': 20.132055277111917| 'nu': 0.06039616583133575| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_20_0/0_0_true_network.nw,0.5,178.11,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_20_0/0_0_BEST_LINKED_FROM_RAXML_inferred_network.nw,BEST,LINKED,FROM_RAXML,0,0,0,7812.479,True,4.0,420339.3208,-208578.7228,420548.7446,-208683.4347,445499.0004,-221265.5164,-1,-1,-1,-1,13776,0.0,0.06976744186,1.0,0.2674418605,0.2127659574,1.0,0.2127659574,0.1136363636,0.2307692308
/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_20_0/0_0,40,16,4,16000,1000,PERFECT_SAMPLING,CELINE,{'to': 0.1942935921044568| 'lambda': 20.132055277111917| 'nu': 0.06039616583133575| 'no_of_leaves': 40| 'no_of_hybrids': 4| 'ratio': 0.1| 'min_reticulation_prob': 0.1| 'max_reticulation_prob': 0.9},1.0,-mHKY -t3.0 -f0.3|0.2|0.2|0.3,0,0,0.0,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_20_0/0_0_true_network.nw,0.5,178.11,/home/luttersh/NetRAX/experiments/data/datasets_A_norandom_40_4_run_20_0/0_0_AVERAGE_LINKED_FROM_RAXML_inferred_network.nw,AVERAGE,LINKED,FROM_RAXML,0,0,0,8360.747,True,4.0,420339.3208,-208578.7228,420548.7446,-208683.4347,445499.0004,-221265.5164,-1,-1,-1,-1,13776,0.0,0.06976744186,1.0,0.2674418605,0.2127659574,1.0,0.2127659574,0.1136363636,0.2307692308
